Instrumental Interludes,Incorporate instrumental performances or musical interludes to break up vocal performances and add variety.,2023-10-11,2023-10-12,Vocal Vibes,null,active
Me Before You,Emilia Clarke,0001-01-01,0001-01-01,Storytime,Favorite actor from Movies based on novels,active
Harry Potter,Tom Felton,0001-01-01,0001-01-01,Storytime,Favorite actor from Movies based on novels,active
Little Women,Saoirse Ronan,0001-01-01,0001-01-01,Storytime,Favorite actor from Movies based on novels,active
Inferno,Tom Hanks,0001-01-01,0001-01-01,Storytime,Favorite actor from Movies based on novels,active
EMMA,Anya Taylor-Joy,0001-01-01,0001-01-01,Storytime,Favorite actor from Movies based on novels,active
The Curious Case of Benjamin Button,Brad Pitt,0001-01-01,0001-01-01,Storytime,Favorite actor from Movies based on novels,active
The Prestige,Christian Bale,0001-01-01,0001-01-01,Storytime,Favorite actor from Movies based on novels,active
Casino Royale,Daniel Craig,0001-01-01,0001-01-01,Storytime,Favorite actor from Movies based on novels,active
Divergent,Shailene Woodley,0001-01-01,0001-01-01,Storytime,Favorite actor from Movies based on novels,active
Synth-Pop,Teaching Synth-Pop Singing,0001-01-01,0001-01-01,Vocal Vibes,Type Of Songs,active
New Wave,Teaching New Wave  Singing,0001-01-01,0001-01-01,Vocal Vibes,Type Of Songs,active
Pop Rock,Teaching Pop Rock Singing,0001-01-01,0001-01-01,Vocal Vibes,Type Of Songs,active
Dance-Pop,Teaching Dance-Pop Singing,0001-01-01,0001-01-01,Vocal Vibes,Type Of Songs,active
Hair Metal/Glam Metal,Teaching Hair Metal/Glam Metal  Singing,0001-01-01,0001-01-01,Vocal Vibes,Type Of Songs,active
R&B,Teaching R&B Singing,0001-01-01,0001-01-01,Vocal Vibes,Type Of Songs,active
Soft Rock,Teaching Soft Rock Singing,0001-01-01,0001-01-01,Vocal Vibes,Type Of Songs,active
Latin Pop,Teaching SLatin Pop Singing,0001-01-01,0001-01-01,Vocal Vibes,Type Of Songs,active
Reggae-Pop,Teaching Reggae-Pop Singing,0001-01-01,0001-01-01,Vocal Vibes,Type Of Songs,active
Pink Venom,Teaching how to play Pink Venom on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,BLACKPINK's Songs,active
Shut Down,Teaching how to play Shut Down on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,BLACKPINK's Songs,active
Kill this love,Teaching how to play Kill this love on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,BLACKPINK's Songs,active
How You Like That,Teaching how to play How You Like That on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,BLACKPINK's Songs,active
Forever Young,Teaching how to play Forever Young on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,BLACKPINK's Songs,active
Really,Teaching how to play Really on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,BLACKPINK's Songs,active
Stay,Teaching how to play Stay on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,BLACKPINK's Songs,active
Lovesick Girls,Teaching how to play Lovesick Girls on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,BLACKPINK's Songs,active
Ice Cream,Teaching how to play Ice Cream on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,BLACKPINK's Songs,active
See U Later,Teaching how to play See U Later on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,BLACKPINK's Songs,active
There's Nothing Holdin' Me Back,Teaching how to play There's Nothing Holdin' Me Backon guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,Shawn Mendes's Song,active
Treat You Better,Teaching how to play Treat You Better on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,Shawn Mendes's Song,active
Stitches,Teaching how to play Stitches on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,Shawn Mendes's Song,active
Mercy,Teaching how to play Mercy on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,Shawn Mendes's Song,active
Fallin' All In You,Teaching how to play Fallin' All In You on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,Shawn Mendes's Song,active
When You're Ready,Teaching how to play When You're Ready on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,Shawn Mendes's Song,active
Particular Taste,Teaching how to play Particular Taste on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,Shawn Mendes's Song,active
Because I Had You,Teaching how to play Because I Had You on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,Shawn Mendes's Song,active
Queen,Teaching how to play Queen on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,Shawn Mendes's Song,active
Perfectly Wrong,Teaching how to play Perfectly Wrong on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,Shawn Mendes's Song,active
Kirari,Teaching how to play Kirari on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,Fujii Kaze's Songs,active
Seishun Sick,Teaching how to play Seishun Sick on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,Fujii Kaze's Songs,active
Tabiji,Teaching how to play Tabiji on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,Fujii Kaze's Songs,active
Kaerou,Teaching how to play Kaerou on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,Fujii Kaze's Songs,active
YASASHISA,Teaching how to play YASASHISA on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,Fujii Kaze's Songs,active
Shinunoga E-Wa,Teaching how to play Shinunoga E-Wa on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,Fujii Kaze's Songs,active
SAYONARA Baby,Teaching how to play SAYONARA Baby on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,Fujii Kaze's Songs,active
Nan-Nan,Teaching how to play Nan-Nan on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,Fujii Kaze's Songs,active
Kazeyo,Teaching how to play Kazeyo on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,Fujii Kaze's Songs,active
Workin? Hard,Teaching how to play Workin? Hard on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,Fujii Kaze's Songs,active
The Lazy Song,Teaching how to play The Lazy Song on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,Bruno Mars's Songs,active
Just The Way You Are,Teaching how to play Just The Way You Are on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,Bruno Mars's Songs,active
Leave the Door Open,Teaching how to play Leave the Door Open on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,Bruno Mars's Songs,active
Grenade,Teaching how to play Grenade on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,Bruno Mars's Songs,active
24K Magic,Teaching how to play 24K Magic on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,Bruno Mars's Songs,active
When I Was Your Man,Teaching how to play When I Was Your Man on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,Bruno Mars's Songs,active
It Will Rain,Teaching how to play It Will Rain on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,Bruno Mars's Songs,active
Locked Out Of Heaven,Teaching how to play Locked Out Of Heaven on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,Bruno Mars's Songs,active
Treasure,Teaching how to play Treasure on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,Bruno Mars's Songs,active
Versace on the Floor,Teaching how to play Versace on the Floor on guitar,0001-01-01,0001-01-01,Guitar Fundamentals Workshop,Bruno Mars's Songs,active
Pencil Drawing,Teaching Pencil Drawing,0001-01-01,0001-01-01,Artistic Expressions: 101 Drawing Class,Drawing Techniques,active
Charcoal Drawing,Teaching Charcoal Drawing,0001-01-01,0001-01-01,Artistic Expressions: 101 Drawing Class,Drawing Techniques,active
Ink Drawing,Teaching Ink Drawing,0001-01-01,0001-01-01,Artistic Expressions: 101 Drawing Class,Drawing Techniques,active
Pen and Ink,Teaching Pen and Ink,0001-01-01,0001-01-01,Artistic Expressions: 101 Drawing Class,Drawing Techniques,active
Pastel Drawing,Teaching Pastel Drawing,0001-01-01,0001-01-01,Artistic Expressions: 101 Drawing Class,Drawing Techniques,active
Colored Pencil Drawing,Teaching Colored Pencil Drawing,0001-01-01,0001-01-01,Artistic Expressions: 101 Drawing Class,Drawing Techniques,active
Cartoon and Comic Drawing,Teaching Cartoon and Comic Drawing,0001-01-01,0001-01-01,Artistic Expressions: 101 Drawing Class,Drawing Techniques,active
Portraiture,Teaching Portraiture,0001-01-01,0001-01-01,Artistic Expressions: 101 Drawing Class,Drawing Techniques,active
Baroque,Study Baroque art,0001-01-01,0001-01-01,Artistic Expressions: 101 Drawing Class,Art History,active
Renaissance,Study Renaissance art,0001-01-01,0001-01-01,Artistic Expressions: 101 Drawing Class,Art History,active
Rococo,Study Rococo art,0001-01-01,0001-01-01,Artistic Expressions: 101 Drawing Class,Art History,active
Romanticism,Study Romanticism art,0001-01-01,0001-01-01,Artistic Expressions: 101 Drawing Class,Art History,active
Modern Art,Study Modern art,0001-01-01,0001-01-01,Artistic Expressions: 101 Drawing Class,Art History,active
Contemporary Art,Study Contemporary art,0001-01-01,0001-01-01,Artistic Expressions: 101 Drawing Class,Art History,active
Early Gunpowder Weapons,Learn about Early Gunpowder Weapons,0001-01-01,0001-01-01,Firearms Shooting Basics,History Of Guns,active
European Firearms,Learn about  European Firearms,0001-01-01,0001-01-01,Firearms Shooting Basics,History Of Guns,active
The Revolutionary Minie Ball,Learn about The Revolutionary Minie Ball,0001-01-01,0001-01-01,Firearms Shooting Basics,History Of Guns,active
Breech-Loading and Repeating Firearms,Learn about Breech-Loading and Repeating Firearms,0001-01-01,0001-01-01,Firearms Shooting Basics,History Of Guns,active
The Rise of Cartridges,Learn about The Rise of Cartridges,0001-01-01,0001-01-01,Firearms Shooting Basics,History Of Guns,active
World Wars and Modern Firearms,Learn about  World Wars and Modern Firearms,0001-01-01,0001-01-01,Firearms Shooting Basics,History Of Guns,active
Modern Firearms Technology,Learn about Modern Firearms Technology,0001-01-01,0001-01-01,Firearms Shooting Basics,History Of Guns,active
Future Developments,Learn about Future Developments,0001-01-01,0001-01-01,Firearms Shooting Basics,History Of Guns,active
Handguns,Learn about Handguns,0001-01-01,0001-01-01,Firearms Shooting Basics,Types Of Guns,active
Rifles,Learn about Rifles,0001-01-01,0001-01-01,Firearms Shooting Basics,Types Of Guns,active
Shotguns,Learn about Shotguns,0001-01-01,0001-01-01,Firearms Shooting Basics,Types Of Guns,active
Submachine Guns (SMGs),Learn about Submachine Guns (SMGs),0001-01-01,0001-01-01,Firearms Shooting Basics,Types Of Guns,active
Machine Guns,Learn about Machine Guns,0001-01-01,0001-01-01,Firearms Shooting Basics,Types Of Guns,active
Derringers,Learn about Derringers,0001-01-01,0001-01-01,Firearms Shooting Basics,Types Of Guns,active
Antique and Black Powder Guns,Learn about Antique and Black Powder Guns,0001-01-01,0001-01-01,Firearms Shooting Basics,Types Of Guns,active
Air Guns,Learn about Air Guns,0001-01-01,0001-01-01,Firearms Shooting Basics,Types Of Guns,active
Specialty Guns,Learn about Specialty Guns,0001-01-01,0001-01-01,Firearms Shooting Basics,Types Of Guns,active
Boxing,Teach Boxing,0001-01-01,0001-01-01,Self-Defense Essentials,Types of Combat,active
Karate,Teach Karate,0001-01-01,0001-01-01,Self-Defense Essentials,Types of Combat,active
Judo,Teach Judo,0001-01-01,0001-01-01,Self-Defense Essentials,Types of Combat,active
Wrestling,Teach Wrestling,0001-01-01,0001-01-01,Self-Defense Essentials,Types of Combat,active
Muay Thai,Teach Muay Thai,0001-01-01,0001-01-01,Self-Defense Essentials,Types of Combat,active
Krav Maga,Teach Krav Maga,0001-01-01,0001-01-01,Self-Defense Essentials,Types of Combat,active
Kung Fu,Teach Kung Fu,0001-01-01,0001-01-01,Self-Defense Essentials,Types of Combat,active
Boxing Class,Learn the history of Boxing,0001-01-01,0001-01-01,Self-Defense Essentials,History Of Combat,active
Karate Class,Learn the history of Karate ,0001-01-01,0001-01-01,Self-Defense Essentials,History Of Combat,active
Judo Class,Learn the history of Judo ,0001-01-01,0001-01-01,Self-Defense Essentials,History Of Combat,active
Wrestling Class,Learn the history of Wrestling ,0001-01-01,0001-01-01,Self-Defense Essentials,History Of Combat,active
Muay Thai Class,Learn the history of Muay Thai,0001-01-01,0001-01-01,Self-Defense Essentials,History Of Combat,active
Krav Maga Class,Learn the history of Krav Maga,0001-01-01,0001-01-01,Self-Defense Essentials,History Of Combat,active
Kung Fu Class,Learn the history of Kung Fu ,0001-01-01,0001-01-01,Self-Defense Essentials,History Of Combat,active
Bohemian Style,Teaching how to dress in Bohemian Style,0001-01-01,0001-01-01,Signature Style Discovery,Dressing Style,active
Business Casual Style,Teaching how to dress in Business Casual Style,0001-01-01,0001-01-01,Signature Style Discovery,Dressing Style,active
Vintage/Retro Style,Teaching how to dress in Vintage/Retro Style,0001-01-01,0001-01-01,Signature Style Discovery,Dressing Style,active
Street Style,Teaching how to dress in Street Style,0001-01-01,0001-01-01,Signature Style Discovery,Dressing Style,active
Goth Style,Teaching how to dress in Goth Style,0001-01-01,0001-01-01,Signature Style Discovery,Dressing Style,active
Punk Style,Teaching how to dress in Punk Style,0001-01-01,0001-01-01,Signature Style Discovery,Dressing Style,active
Elegant Style,Teaching how to dress in Elegant Style,0001-01-01,0001-01-01,Signature Style Discovery,Dressing Style,active
Minimalist Style,Teaching how to dress in Minimalist Style,0001-01-01,0001-01-01,Signature Style Discovery,Dressing Style,active
Bohemian,Learn the history of Bohemian style dressing,0001-01-01,0001-01-01,Signature Style Discovery,Dressing Style History,active
Business Casual,Learn the history of Business Casual style dressing.,0001-01-01,0001-01-01,Signature Style Discovery,Dressing Style History,active
Vintage/Retro,Learn the history of Vintage/Retro style dressing.,0001-01-01,0001-01-01,Signature Style Discovery,Dressing Style History,active
Street,Learn the history of Street style dressing.,0001-01-01,0001-01-01,Signature Style Discovery,Dressing Style History,active
Goth,Learn the history of Goth style dressing.,0001-01-01,0001-01-01,Signature Style Discovery,Dressing Style History,active
Punk,Learn the history of Punk style dressing.,0001-01-01,0001-01-01,Signature Style Discovery,Dressing Style History,active
Elegant,Learn the history of Elegant style dressing.,0001-01-01,0001-01-01,Signature Style Discovery,Dressing Style History,active
Minimalist,Learn the history of Minimalist style dressing.,0001-01-01,0001-01-01,Signature Style Discovery,Dressing Style History,active
The mind,Play The Mind board game,0001-01-01,0001-01-01,Game Masters Club,Board Game,active
Sitting Duck Gallery,Play Sitting Duck Gallery board game,0001-01-01,0001-01-01,Game Masters Club,Board Game,active
Dungeons & Dragons,Play Dungeons & Dragons board game,0001-01-01,0001-01-01,Game Masters Club,Board Game,active
Pathfinder,Play Pathfinder board game,0001-01-01,0001-01-01,Game Masters Club,Board Game,active
Exploding Kitten,Play Exploding Kitten board game,0001-01-01,0001-01-01,Game Masters Club,Board Game,active
When i dream,Play When i dream board game,0001-01-01,0001-01-01,Game Masters Club,Board Game,active
Detective Club,Play Detective Club board game,0001-01-01,0001-01-01,Game Masters Club,Board Game,active
Salem 1692,Play Salem 1692 board game,0001-01-01,0001-01-01,Game Masters Club,Board Game,active
One Night Ultimate Werewolf,Play One Night Ultimate Werewolf board game,0001-01-01,0001-01-01,Game Masters Club,Board Game,active
Modeen Art, Play The Mind board game board game,0001-01-01,0001-01-01,Game Masters Club,Board Game,active
Splendor,Play Splendor board game,0001-01-01,0001-01-01,Game Masters Club,Board Game,active
Action,Watch Action movies,0001-01-01,0001-01-01,Screen Scene Explorers,Type Of Movie,active
Comedy,Watch Comedy movies,0001-01-01,0001-01-01,Screen Scene Explorers,Type Of Movie,active
Drama,Watch Drama movies,0001-01-01,0001-01-01,Screen Scene Explorers,Type Of Movie,active
Science Fiction (Sci-Fi),Watch Science Fiction (Sci-Fi) movies,0001-01-01,0001-01-01,Screen Scene Explorers,Type Of Movie,active
Musical,Watch Musical movies,0001-01-01,0001-01-01,Screen Scene Explorers,Type Of Movie,active
Plot and Storyline,Start by summarizing the plot and storyline,0001-01-01,0001-01-01,Screen Scene Explorers,Discussing Movies,active
Genre,Identify the genre of the movie,0001-01-01,0001-01-01,Screen Scene Explorers,Discussing Movies,active
Themes,Consider the themes explored in the movie,0001-01-01,0001-01-01,Screen Scene Explorers,Discussing Movies,active
Character,Analyze the characters in the movie,0001-01-01,0001-01-01,Screen Scene Explorers,Discussing Movies,active
Cinematography,Discuss the visual aspects of the film,0001-01-01,0001-01-01,Screen Scene Explorers,Discussing Movies,active
Direction and Filmmaking,Examine the director's choices and style,0001-01-01,0001-01-01,Screen Scene Explorers,Discussing Movies,active
Acting,Assess the performances of the cast,0001-01-01,0001-01-01,Screen Scene Explorers,Discussing Movies,active
Soundtrack and Score,Discuss the music and sound design in the movie,0001-01-01,0001-01-01,Screen Scene Explorers,Discussing Movies,active
Classical,Listen to Classical music,0001-01-01,0001-01-01,Music Lovers' Society,Types Of Music,active
Rock,Listen to Rock music,0001-01-01,0001-01-01,Music Lovers' Society,Types Of Music,active
Pop,Listen to Pop music,0001-01-01,0001-01-01,Music Lovers' Society,Types Of Music,active
Hip-Hop/Rap,Listen to Hip-Hop/Rap music,0001-01-01,0001-01-01,Music Lovers' Society,Types Of Music,active
R&B (Rhythm and Blues),Listen to R&B (Rhythm and Blues)music,0001-01-01,0001-01-01,Music Lovers' Society,Types Of Music,active
Country,Listen to Country music,0001-01-01,0001-01-01,Music Lovers' Society,Types Of Music,active
Indie,Listen to Indie music,0001-01-01,0001-01-01,Music Lovers' Society,Types Of Music,active
Folk,Listen to Folk music,0001-01-01,0001-01-01,Music Lovers' Society,Types Of Music,active
Electronic/Dance,Listen to Electronic/Dance music,0001-01-01,0001-01-01,Music Lovers' Society,Types Of Music,active
Emotional impact,Discuss how certain pieces or songs have moved you emotionally and why.,0001-01-01,0001-01-01,Music Lovers' Society,Discussing Musics,active
Genres and Styles, Explore different musical genres and styles,0001-01-01,0001-01-01,Music Lovers' Society,Discussing Musics,active
Lyrics and Meaning,Analyze the meaning and themes of specific songs ,0001-01-01,0001-01-01,Music Lovers' Society,Discussing Musics,active
Innovation and Technology, Discuss how technology has influenced the production and distribution of music,0001-01-01,0001-01-01,Music Lovers' Society,Discussing Musics,active
Music in Films and Media,Consider the role of music in film and other media,0001-01-01,0001-01-01,Music Lovers' Society,Discussing Musics,active
Breakfast,Greek Yogurt Parfait,0001-01-01,0001-01-01,Spidy Excercise,Protein Food,active
Lunch,Grilled Chicken Salad,0001-01-01,0001-01-01,Spidy Excercise,Protein Food,active
Snack,Cottage Cheese and Fruit,0001-01-01,0001-01-01,Spidy Excercise,Protein Food,active
Dinner,Tofu Stir-Fry,0001-01-01,0001-01-01,Spidy Excercise,Protein Food,active
Dessert,Protein Ice Cream,0001-01-01,0001-01-01,Spidy Excercise,Protein Food,active
Personal Trainer,Work one-on-one with clients to create a customized workout plan,0001-01-01,0001-01-01,Spidy Excercise,Trainer,active
Group Fitness Instructor,Group fitness instructors lead group exercise classes,0001-01-01,0001-01-01,Spidy Excercise,Trainer,active
Physical Therapist,Professionals who work with individuals recovering from injuries,0001-01-01,0001-01-01,Spidy Excercise,Trainer,active
CrossFit Coach,Involve high-intensity functional movements focused on building strength and endurance,0001-01-01,0001-01-01,Spidy Excercise,Trainer,active
Online Trainer,Trainers and coaches offer online training session,0001-01-01,0001-01-01,Spidy Excercise,Trainer,active
Leafy Greens,Have vitamins and minerals including iron which is important for oxygen transport in the body,0001-01-01,0001-01-01,Spidy Excercise,Vegetables,active
Broccoli,Excellent source of fiber vitamins and minerals,0001-01-01,0001-01-01,Spidy Excercise,Vegetables,active
Carrots,Beta-carotene content can help protect your skin from damage due to sun exposure,0001-01-01,0001-01-01,Spidy Excercise,Vegetables,active
Tomatoes,Rich in vitamin C potassium and the antioxidant lycopene,0001-01-01,0001-01-01,Spidy Excercise,Vegetables,active
Zucchini,Low in calories and a good source of potassium which helps prevent muscle cramps,0001-01-01,0001-01-01,Spidy Excercise,Vegetables,active
Cauliflower,A versatile vegetable that can be used to make low-carb alternative,0001-01-01,0001-01-01,Spidy Excercise,Vegetables,active
Beets,Contain nitrates which have to improve exercise performance by increasing blood flow and oxygen delivery to muscles,0001-01-01,0001-01-01,Spidy Excercise,Vegetables,active
Runway Walking,Master the art of runway walking with different styles and paces.,2023-11-01,2023-11-04,Runway to Success,null,active
Posing Techniques,Learn how to strike poses that highlight your best features and convey confidence.,2023-11-05,2023-11-08,Runway to Success,null,active
Photographic Modeling,Explore the world of photographic modeling and on-camera presence.,2023-11-09,2023-11-10,Runway to Success,null,active
Professional Conduct,Understand the etiquette and behavior expected of professional models.,2023-11-13,2023-11-14,Runway to Success,null,active
Grooming and Styling,Receive tips on personal grooming skincare and fashion styling.,2023-11-15,2023-11-19,Runway to Success,null,active
Portfolio Development,Create a professional modeling portfolio to showcase your versatility.,2023-11-20,2023-11-23,Runway to Success,null,active
Audition and Casting Preparation,Prepare for modeling auditions and casting calls.,2023-11-24,2023-11-26,Runway to Success,null,active
Industry Insights,Gain insights into the fashion and modeling industry including networking and opportunities.,2023-11-27,2023-11-29,Runway to Success,null,active
Final Runway Showcase,Participate in a final runway showcase to apply what you've learned.,2023-11-30,2023-11-30,Runway to Success,null,active
Chanel,Chanel modeling tutorial,0001-01-01,0001-01-01,Runway to Success,Fashion shows,active
Gucci,Gucci modeling tutorial,0001-01-01,0001-01-01,Runway to Success,Fashion shows,active
Dior,Dior modeling tutorial,0001-01-01,0001-01-01,Runway to Success,Fashion shows,active
Prada,Prada modeling tutorial,0001-01-01,0001-01-01,Runway to Success,Fashion shows,active
Louis Vuitton,Louis Vuitton modeling tutorial,0001-01-01,0001-01-01,Runway to Success,Fashion shows,active
Football,It's a game involving two teams trying to score goals in the opposing team's net while avoiding the opposing team's attempts to score goals,2023-10-11,2023-10-18,Aatroympics,null,active
Tennis,Play between two individuals or teams using rackets to hit a ball over a net,2023-10-11,2023-10-18,Aatroympics,null,active
Basketball,A team sport played on a court with a hoop,2023-10-11,2023-10-18,Aatroympics,null,active
Swimming,Competitions take place at various distances such as 50 meters 100 meters,2023-10-11,2023-10-18,Aatroympics,null,active
Taekwondo,Korean martial art involving high kicks and hand techniques,2023-10-11,2023-10-18,Aatroympics,null,active
Sanha,Forward,0001-01-01,0001-01-01,Aatroympics,Popular Member,active
Eunwoo,Defender,0001-01-01,0001-01-01,Aatroympics,Popular Member,active
Jinjin,Substitute,0001-01-01,0001-01-01,Aatroympics,Popular Member,active
Rocky,Midfielder,0001-01-01,0001-01-01,Aatroympics,Popular Member,active
Moonbin,Goalkeeper,0001-01-01,0001-01-01,Aatroympics,Popular Member,active
